"temp" "B" "T" "M" "R"
-1.38894472361809 0.954117366568287 0.00185426465857931 0.00427044221465238 0.0397579265584812
-1.37286432160804 0.92105184274468 0.0118279972333979 0.0271647995965148 0.0399553604254073
-1.35678391959799 0.861043858850739 0.0301564512514284 0.0682896717471398 0.0405100181506928
-1.34070351758794 0.800918079054764 0.048915736126598 0.109066941871369 0.041099242947269
-1.32462311557789 0.745274090896341 0.0666550052374113 0.146412597242905 0.0416583066233427
-1.30854271356784 0.693934252488367 0.0833683291060208 0.180514519413753 0.0421828989918591
-1.29246231155779 0.646524727616978 0.0991191388636524 0.211684121872665 0.0426720116467046
-1.27638190954774 0.602701012372124 0.113969417087713 0.240204704943158 0.043124865597005
-1.26030150753769 0.562151110852056 0.127977742814206 0.26633033648957 0.043540809844168
-1.24422110552764 0.524594426992358 0.141198687749419 0.290287612631996 0.043919272626227
-1.22814070351759 0.489774830079909 0.153684468548299 0.312280870950103 0.044259830421689
-1.21206030150754 0.457461396418779 0.165483883633525 0.332492585377129 0.044562134570567
-1.19597989949749 0.427442615956341 0.17664383079514 0.351087575768777 0.0448259774797419
-1.17989949748744 0.399528659664095 0.187207721462593 0.368212438084181 0.045051180789131
-1.16381909547739 0.373545527205049 0.197217244384077 0.383999527726784 0.0452377006840901
-1.14773869346734 0.349335589803076 0.206711550211567 0.398567346502888 0.045385513482469
-1.13165829145729 0.326754713511776 0.215728043495493 0.41202254138486 0.0454947016078711
-1.11557788944724 0.305672287353351 0.224301832497003 0.424460510551163 0.045565369598483
-1.09949748743719 0.285968908349043 0.232466359890189 0.435967053127216 0.045597678633552
-1.08341708542714 0.267535718412529 0.240253321311096 0.446619137784712 0.0455918224916629
-1.06733668341709 0.250273693738515 0.24769262007528 0.456485670310379 0.045548015875826
-1.05125628140703 0.234092333476296 0.254812656458807 0.46562850905303 0.045466501011867
-1.03517587939698 0.218908988985876 0.261640394332385 0.474103078525679 0.04534753815606
-1.01909547738693 0.204648473915021 0.268201212939474 0.481958914398697 0.045191398746808
-1.00301507537688 0.191242252393105 0.274519090899526 0.489240292414781 0.044998364292588
-0.986934673366834 0.178627843219025 0.280616668846016 0.49598675240985 0.044768735525109
-0.970854271356784 0.166748151206676 0.286515391542564 0.502233619877995 0.0445028373727651
-0.954773869346734 0.15555158138364 0.292235193939105 0.508012212252868 0.044201012424387
-0.938693467336683 0.14499116623019 0.297794805849035 0.513350383546588 0.043863644374187
-0.922613065326633 0.135024346050198 0.303211676264965 0.518272810691204 0.043491166993633
-0.906532663316583 0.12561263675574 0.30850197817351 0.522801304624645 0.043084080446105
-0.890452261306533 0.11672132518057 0.313680607357608 0.526955097042455 0.0426429704193669
-0.874371859296482 0.108319359125315 0.318761027674967 0.530751092110378 0.04216852108934
-0.858291457286432 0.10037836105081 0.323755875431543 0.534204189139761 0.0416615743778861
-0.842211055276382 0.0928734727170403 0.328676033785365 0.537327391582472 0.0411231019151227
-0.826130653266332 0.0857824191839597 0.333531175826571 0.540132143196653 0.0405542617928163
-0.810050251256281 0.0790851796609987 0.338329908134411 0.542628482672008 0.0399564295325823
-0.793969849246231 0.0727641405806657 0.343079367655536 0.544825292232031 0.0393311995317673
-0.777889447236181 0.0668035931515904 0.347785511487936 0.546730478864234 0.0386804164962395
-0.761809045226131 0.0611894576956279 0.352453210716408 0.548351139441725 0.0380061921462391
-0.74572864321608 0.0559091841059572 0.357086135609992 0.54969377925169 0.0373109010323608
-0.72964824120603 0.0509514082740002 0.361686914669146 0.550764495823235 0.0365971812336189
-0.71356783919598 0.0463056204765471 0.366257502296822 0.551568934367898 0.0358679428587328
-0.697487437185929 0.0419621122727287 0.370798868021746 0.552112707530288 0.0351263121752373
-0.681407035175879 0.0379116011052603 0.375311470396101 0.552401306226585 0.0343756222720537
-0.665326633165829 0.0341450769855434 0.379795364905846 0.55244019055629 0.0336193675523206
-0.649246231155779 0.0306535332865823 0.38425033745922 0.552234992593651 0.0328611366605467
-0.633165829145728 0.0274279044266098 0.388676206110605 0.551791314995846 0.0321045744669393
-0.617085427135678 0.0244588700949976 0.393072940613368 0.551114888557117 0.0313533007345174
-0.601005025125628 0.0217367578259848 0.397440845855429 0.550211553238961 0.0306108430796252
-0.584924623115578 0.0192514944623467 0.401780892111402 0.549087038473523 0.0298805749527282
-0.568844221105528 0.0169925387796542 0.40609466307823 0.547747160834255 0.0291656373078608
-0.552763819095477 0.0149488928736214 0.410384649185477 0.546197573442056 0.0284688844988455
-0.536683417085427 0.0131091198937596 0.414654329958521 0.544443722072399 0.0277928280753205
-0.520603015075377 0.0114613916254377 0.418908268428662 0.542490747704792 0.0271395922411083
-0.504522613065326 0.00999355428733488 0.423152168788372 0.540343396940037 0.0265108799842562
-0.488442211055276 0.00869321388360274 0.427392910636512 0.538005923895921 0.0259079515839643
-0.472361809045226 0.00754783238052709 0.431638547590572 0.535482004615997 0.0253316154129039
-0.456281407035176 0.00654484879722528 0.435898308683435 0.532774609754761 0.0247822327645787
-0.440201005025125 0.00567173353524072 0.440182406183081 0.529886132287029 0.0242597279946493
-0.424120603015075 0.00491618755699181 0.444502167344585 0.526818020843097 0.0237636242553262
-0.408040201005025 0.00426620101800743 0.448869795234656 0.52357092787877 0.0232930758685665
-0.391959798994975 0.00371018327949076 0.453298185856392 0.520144715869112 0.0228469149950052
-0.375879396984925 0.00323706157294258 0.457800912648962 0.516538317529015 0.0224237082490804
-0.359798994974874 0.00283638219031755 0.462391982408264 0.51274982083607 0.0220218145653485
-0.343718592964824 0.00249837164402751 0.467085756911933 0.508776425275347 0.0216394461686924
-0.327638190954774 0.0022141100371149 0.471896612274865 0.504614538074024 0.0212747396139961
-0.311557788944723 0.00197537990576057 0.476838856793175 0.500259963733732 0.0209257995673324
-0.295477386934673 0.00177488611460371 0.481926779354025 0.49570756474021 0.0205907697911613
-0.279396984924623 0.00160617288563972 0.487174320747146 0.49095163296336 0.0202678734038543
-0.263316582914573 0.00146362584820292 0.492595054515204 0.485985866395511 0.0199554532410821
-0.247236180904522 0.00134241737989463 0.498202220217409 0.480803362927018 0.0196519994756784
-0.231155778894472 0.0012385448903701 0.504008433602683 0.475396847727005 0.0193561737799419
-0.215075376884422 0.00114859925639402 0.510025917238838 0.469758677090461 0.019066806414307
-0.198994974874372 0.00106984051614911 0.516266626312665 0.463880626068203 0.0187829071029829
-0.182914572864321 0.00100005024588577 0.522742121219422 0.457754176749678 0.0185036517850142
-0.166834170854271 0.000937464229311214 0.529463711220166 0.451370453958695 0.0182283705918278
-0.150753768844221 0.000880690635786238 0.53644267342098 0.444720105282361 0.0179565306608728
-0.134673366834171 0.000828663359211616 0.543689888420971 0.437793728430269 0.0176877197895484
-0.11859296482412 0.000780543707606026 0.551216555601898 0.430581276337537 0.017421624352959
-0.10251256281407 0.000735692325553128 0.559033905250906 0.423072388844467 0.0171580135790739
-0.0864321608040199 0.000693618353868849 0.567153370210205 0.415256288833488 0.0168967226024382
-0.0703517587939697 0.00065394352283475 0.575586663227269 0.40712175510403 0.0166376381458663
-0.0542713567839195 0.00061637378891875 0.584345846434422 0.398657093351899 0.0163806864247603
-0.0381909547738692 0.000580677883782207 0.593443433468486 0.389850065429268 0.0161258232184638
-0.0221105527638188 0.00054666995375834 0.602892314961792 0.380687989028591 0.0158730260558587
-0.00603015075376856 0.000514197334593186 0.612705996194096 0.371157518550674 0.0156222879206367
0.0100502512562817 0.000483129978203922 0.622898449278948 0.36124480824334 0.0153736124995081
0.0261306532663319 0.000453359469311603 0.63348434826955 0.350935281212558 0.0151270110485804
0.0422110552763821 0.000424787641415846 0.644479058117985 0.340213654594397 0.0148824996462021
0.0582914572864324 0.000397329871403288 0.655898490034664 0.329064083263712 0.0146400968302206
0.0743718592964826 0.000370909513982817 0.66775948235524 0.317469784461058 0.0143998236697193
0.0904522613065328 0.000345459603388504 0.680079338163744 0.305413502881724 0.0141616993511435
0.106532663316583 0.000320887248926117 0.692876721687205 0.292876639840355 0.0139257512235138
0.122613065326633 0.000297154684147906 0.706170466290904 0.279840385063133 0.0136919939618151
0.138693467336684 0.0002741893567772 0.719980927562974 0.266284433056686 0.0134604500235628
0.154773869346734 0.000251950265821964 0.734329000285198 0.252187910330021 0.013231139118959
0.170854271356784 0.000230365978585773 0.749236906933814 0.237528645264622 0.0130040818229783
0.186934673366834 0.000209392445347897 0.764727781508002 0.222283531817691 0.0127792942289591
0.203015075376884 0.000188979076378707 0.780825597112477 0.206428630248395 0.0125567935627493
0.219095477386935 0.000169077767545636 0.797556012815419 0.189938313759924 0.0123365956571113
0.235175879396985 0.000149642351645599 0.814945736403517 0.172785906010811 0.0121187152340264
0.251256281407036 0.000130627879171407 0.833022633880645 0.154943572341209 0.0119031658989746
0.267336683417086 0.000111990744396397 0.851815819322658 0.1363822297588 0.0116899601741456
0.283417085427136 9.36877887191574e-05 0.871356424968567 0.11707077766462 0.0114791095780938
0.299497487437186 7.5677365843553e-05 0.891676263060744 0.0969774351231846 0.0112706244502279
0.315577889447237 5.79177033072146e-05 0.9128095791513 0.0760679889720258 0.011064514173367
0.331658291457287 4.03676731930575e-05 0.934792045007542 0.0543068002822651 0.0108607870369999
0.347738693467337 2.29882040596624e-05 0.957658649519623 0.0316589122623212 0.0106594500139962
0.363819095477387 6.38582232610295e-06 0.980539355356067 0.00899384354015321 0.0104604152814537
0.379899497487437 1.04286317379331e-07 0.989588391101949 0.000149181678914303 0.0102623229328194
0.395979899497488 8.81959118544122e-10 0.989932890134645 1.27569843054352e-06 0.0100658332849654
0.412060301507538 4.50818200462493e-10 0.990127508386892 6.58811564645583e-07 0.0098718323507252
0.428140703517588 2.24751189134148e-10 0.9903193336952 3.31667160234867e-07 0.00968033441288862
0.444221105527638 2.25538488147314e-10 0.990508321356773 3.36137220774387e-07 0.00949134228046766
0.460301507537689 2.12471069040061e-10 0.990694829349601 3.18843255844504e-07 0.00930485159467209
0.476381909547739 1.93125462953108e-10 0.990878842033421 2.95919458626167e-07 0.00912086185399485
0.492462311557789 1.82971658602589e-10 0.991060331764051 2.97351420890179e-07 0.00893937070155648
0.508542713567839 0 0.99123953941694 8.60616508402283e-08 0.00876037452140921
0.52462311557789 2.45500807883459e-10 0.991415988429457 1.46393737856787e-07 0.00858386493130436
0.54070351758794 2.87065446148641e-11 0.991590002696279 1.55704519788641e-07 0.00840984157049474
0.55678391959799 2.68989021014918e-10 0.991761546335958 1.7326198754862e-07 0.00823828013306538
0.572864321608041 1.82865399716187e-10 0.99193074194447 4.51404208142894e-08 0.00806921273224381
0.588944723618091 8.99758086827809e-10 0.992097282094392 1.27938266045676e-07 0.0079025890675839
0.605025125628141 2.5101967041449e-10 0.992261534084478 2.55439514185497e-08 0.00773844012055092
0.621105527638191 1.58905737545875e-09 0.99242315818321 1.25573193727876e-07 0.00757671465453891
0.637185929648242 0 0.992582451558978 1.37062883933603e-07 0.00741741137813812
0.653266331658292 0 0.992739367638834 4.28952689569731e-08 0.00726058946589703
0.669346733668342 0 0.99289391006968 0 0.00710608993032003
0.685427135678392 8.20715047216785e-10 0.993045860927955 5.41950662535683e-08 0.00695408405626374
0.701507537688443 8.8875047053871e-10 0.99319557201248 5.03051265310834e-09 0.00680442206825693
0.717587939698493 0 0.993342847297143 2.74915023357148e-08 0.00665712521135475
0.733668341708543 0 0.99348785484124 0 0.00651214515875997
0.749748743718593 1.4147904725569e-09 0.993630462632752 0 0.00636953595245748
0.765829145728643 7.70226919958129e-10 0.993770675970051 0 0.00622932325972214
0.781909547738694 2.57457296524957e-11 0.993908543542037 8.70372231543488e-08 0.00609136939499422
0.797989949748744 0 0.994044214122667 5.80487908294238e-08 0.00595572782854226
0.814070351758794 0 0.994177636882731 6.30064866538732e-09 0.00582235681662036
0.830150753768844 0 0.994308697594741 6.18487547217426e-08 0.00569124055650427
0.846231155778895 0 0.99443759542166 3.14189325275441e-08 0.00556237315940744
0.862311557788945 0 0.99456422928996 3.90513485478156e-08 0.00543573165869138
0.878391959798995 0 0.99468868004713 2.30737403967842e-08 0.00531129687912968
0.894472361809045 0 0.9948109545597 5.24239714288236e-09 0.00518904019790278
0.910552763819096 0 0.994931051359715 0 0.00506894864028495
0.926633165829146 0 0.995048994352867 0 0.00495100564713302
0.942713567839196 2.34233175721423e-09 0.995164730552854 3.72367135220184e-08 0.0048352298681007
0.958793969849247 2.37029797625343e-09 0.995278451447128 1.32581438853509e-08 0.00472153292443012
0.974874371859297 2.38118353783489e-09 0.99539007769912 0 0.00460991991969639
0.990954773869347 2.36274920474221e-09 0.995499641304277 0 0.00450035633297374
1.0070351758794 8.08179210503315e-10 0.995607093247017 2.73135983976204e-08 0.00439287863120541
1.02311557788945 9.61219328954521e-10 0.995712589518707 5.78050993226641e-09 0.00428740373956371
1.0391959798995 5.65161543842576e-09 0.995816051154036 2.21593877465789e-08 0.00418392103496079
1.05527638190955 5.70299703636527e-09 0.995917579359429 0 0.00408241493757389
1.0713567839196 5.89571165779006e-09 0.996017149459996 0 0.00398284464429233
1.08743718592965 4.28782502144517e-10 0.996114700592501 3.11787353171243e-08 0.00388526779998122
1.1035175879397 2.64776392592251e-10 0.996210418117862 1.24453795905572e-08 0.00378956917198203
1.11959798994975 6.00835411634325e-11 0.996304248142235 0 0.00369575179768156
1.1356783919598 3.73895262081789e-09 0.996396209794679 0 0.00360378646636839
1.15175879396985 4.18514545518161e-09 0.996486308742718 0 0.00351368707213651
1.1678391959799 5.11003113153169e-09 0.996574581790508 0 0.00342541309946087
1.18391959798995 1.75652042758043e-09 0.99666105639255 3.37399752377215e-08 0.00333890811095439
1.2 1.07103448237399e-09 0.996745808268469 3.93766680833468e-09 0.00325418672282962
